time_ms,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
68.0,0,0,0,0,0,0,0,0,0,0,-1,0
69.0,0,0,0,0,0,0,0,0,0,0,-1,0
70.0,0,0,0,0,0,0,0,0,0,0,-1,0
71.0,0,0,0,0,0,0,0,0,0,0,-1,1
72.0,0,0,0,0,0,0,0,0,0,0,0,1
73.0,0,0,0,0,0,0,0,0,0,0,0,1
74.0,0,0,0,0,0,0,0,0,0,0,0,1
75.0,0,0,0,0,0,0,0,0,0,0,0,1
76.0,0,0,0,0,0,0,0,0,0,0,0,1
77.0,0,0,0,0,0,0,0,0,0,0,0,1
78.0,0,0,0,0,0,0,0,0,0,0,0,0
79.0,0,0,0,0,0,0,0,0,0,0,0,0
80.0,0,0,0,0,0,0,0,0,-1,0,0,0
81.0,0,0,0,0,0,0,0,-1,-1,0,0,0
82.0,0,0,0,0,0,0,0,-1,-1,0,0,0
83.0,0,0,0,0,0,0,0,-1,-1,0,0,0
84.0,0,0,0,0,0,0,0,-1,-1,0,0,0
85.0,0,0,0,0,0,0,0,-1,-1,0,0,0
86.0,0,0,0,0,0,0,0,-1,-1,0,0,0
87.0,0,0,0,0,0,0,0,-1,-1,0,0,0
88.0,0,0,0,0,0,0,0,-1,-1,0,0,0
89.0,0,0,0,0,0,0,0,-1,-1,0,0,0
90.0,0,0,0,0,0,0,0,-1,-1,0,0,0
91.0,0,0,0,0,0,0,0,-1,-1,0,0,0
92.0,0,0,0,0,0,0,0,-1,-1,0,0,0
93.0,0,0,0,0,0,0,0,-1,-1,0,0,0
94.0,0,0,0,0,0,0,0,-1,-1,0,0,0
95.0,0,0,0,0,0,0,0,-1,-1,0,0,0
96.0,0,0,0,0,0,0,0,-1,-1,0,0,0
97.0,0,0,0,0,0,0,0,-1,-1,0,0,0
98.0,0,0,0,0,0,0,0,-1,-1,0,0,0
99.0,0,0,0,0,0,0,0,-1,-1,0,0,0
100.0,0,0,0,0,0,0,0,-1,-1,0,0,0
101.0,0,0,0,0,0,0,0,-1,-1,0,0,0
102.0,0,0,0,0,0,0,0,-1,-1,0,0,0
103.0,0,0,0,0,0,0,0,-1,-1,0,0,0
104.0,0,0,0,0,0,0,0,-1,-1,0,0,0
105.0,0,0,0,0,0,0,0,-1,-1,0,0,0
106.0,0,0,0,0,0,0,0,-1,-1,0,0,0
107.0,0,0,0,0,0,0,0,-1,-1,0,0,0
108.0,0,0,0,0,0,0,0,-1,-1,0,0,0
109.0,0,0,0,0,0,0,0,-1,-1,0,0,0
110.0,0,0,0,0,0,0,0,-1,-1,0,0,0
111.0,0,0,0,0,0,0,0,-1,-1,0,0,0
112.0,0,0,0,0,0,0,0,-1,-1,0,0,0
113.0,0,0,0,0,0,0,0,-1,-1,0,0,0
114.0,0,0,0,0,0,0,0,-1,-1,0,0,0
115.0,0,0,0,0,0,0,0,-1,-1,0,0,0
116.0,0,0,0,0,0,0,0,-1,-1,0,0,0
117.0,0,0,0,0,0,0,0,-1,-1,0,0,0
118.0,0,0,0,0,0,0,0,-1,-1,0,0,0
119.0,0,0,0,0,0,0,0,-1,-1,0,0,0
120.0,0,0,0,0,0,0,0,-1,-1,0,0,0
121.0,0,0,0,0,0,0,0,-1,-1,0,0,0
122.0,0,0,0,0,0,0,0,-1,-1,0,0,0
123.0,0,0,0,0,0,0,0,-1,-1,0,0,0
124.0,0,0,0,0,0,0,0,-1,-1,0,0,0
125.0,0,0,0,0,0,0,0,-1,-1,0,0,0
126.0,0,0,0,0,0,0,0,-1,-1,0,0,0
127.0,0,0,0,0,0,0,0,-1,-1,0,0,0
128.0,0,0,0,0,0,0,0,-1,-1,0,0,0
129.0,0,0,0,0,0,0,0,-1,-1,0,0,0
130.0,-1,0,0,0,0,0,0,-1,-1,0,0,0
131.0,-1,0,0,0,0,0,0,-1,-1,0,0,0
132.0,-1,0,0,0,0,0,0,-1,-1,0,0,0
133.0,-1,0,0,0,0,0,0,-1,-1,0,0,0
134.0,0,0,0,0,0,0,0,-1,-1,0,0,1
135.0,0,0,0,0,0,0,0,-1,-1,0,0,1
136.0,0,0,0,0,0,0,0,0,-1,0,0,1
137.0,0,0,0,0,0,0,0,0,-1,0,0,1
138.0,0,0,0,0,0,0,0,0,-1,0,0,1
139.0,0,0,0,0,0,0,0,-1,-1,0,0,1
140.0,0,0,0,0,0,0,0,-1,-1,0,0,1
141.0,0,0,0,0,0,0,0,-1,-1,0,0,1
142.0,0,0,0,0,0,0,0,-1,-1,0,0,1
143.0,0,0,0,0,0,0,0,-1,-1,0,0,1
144.0,0,0,0,0,0,0,0,-1,-1,0,0,1
145.0,0,0,0,0,0,0,0,-1,-1,0,0,1
146.0,0,0,0,0,0,0,0,-1,-1,1,0,1
147.0,0,0,0,0,0,0,0,-1,-1,1,0,1
148.0,0,0,0,0,0,0,0,-1,-1,1,0,1
149.0,0,0,0,0,0,0,0,-1,-1,1,1,1
150.0,0,0,0,0,0,0,0,0,-1,1,1,1
151.0,0,0,0,0,0,0,0,-1,-1,1,1,1
152.0,0,0,0,0,0,0,0,-1,-1,1,1,0
153.0,0,0,0,0,0,0,0,-1,-1,1,1,0
154.0,0,0,0,0,0,0,0,-1,-1,1,1,0
155.0,0,0,0,0,0,0,0,-1,-1,1,0,0
156.0,0,0,0,0,0,0,0,-1,-1,1,0,0
157.0,0,0,0,0,0,0,0,-1,-1,1,0,0
158.0,0,0,0,0,0,0,0,-1,-1,1,0,0
159.0,0,0,0,0,0,0,0,-1,-1,1,0,0
160.0,0,0,0,0,0,0,0,-1,-1,1,0,0
161.0,0,0,0,0,0,0,0,-1,-1,1,0,0
162.0,0,0,0,0,0,0,0,-1,-1,1,0,0
163.0,0,0,0,0,0,0,0,-1,-1,1,0,0
164.0,0,0,0,0,0,0,0,-1,-1,1,0,0
165.0,0,0,0,0,0,0,0,-1,-1,1,0,0
166.0,0,0,0,0,0,0,0,-1,-1,1,0,0
167.0,0,0,0,0,0,0,0,-1,-1,1,0,0
168.0,0,0,0,0,0,0,0,-1,-1,1,0,0
169.0,0,0,0,0,0,0,0,0,-1,1,0,0
170.0,0,0,0,0,0,0,0,0,-1,1,1,0
171.0,0,0,0,0,0,0,0,0,-1,1,1,0
172.0,0,0,0,0,0,0,0,0,-1,1,1,0
173.0,0,0,0,0,0,0,0,0,-1,1,1,0
174.0,0,0,0,0,0,0,0,0,-1,1,1,0
175.0,0,0,0,0,0,0,0,0,-1,1,1,0
176.0,0,0,0,0,0,0,0,0,-1,1,1,0
177.0,0,0,0,0,0,0,0,0,-1,1,1,0
178.0,0,0,0,0,0,0,0,0,-1,1,1,0
179.0,0,0,0,0,0,0,0,0,-1,1,1,0
180.0,0,0,0,0,0,0,0,0,-1,1,1,0
181.0,0,0,0,0,0,0,0,-1,-1,1,1,0
182.0,0,0,0,0,0,0,0,-1,-1,1,1,0
183.0,0,0,0,0,0,0,0,-1,-1,1,1,0
184.0,0,0,0,0,0,0,0,-1,-1,1,1,0
185.0,0,0,0,0,0,0,0,-1,-1,1,1,0
186.0,0,0,0,0,0,0,0,-1,-1,1,1,0
187.0,0,0,0,0,0,0,0,0,-1,1,1,0
188.0,0,0,0,0,0,0,0,0,-1,1,1,0
189.0,0,0,0,0,0,0,0,0,-1,1,1,0
190.0,0,0,0,0,0,0,0,0,-1,1,1,0
191.0,0,0,0,0,0,0,0,0,-1,1,1,0
192.0,0,0,0,0,0,0,0,0,-1,1,1,0
193.0,0,0,0,0,0,0,0,0,-1,1,1,0
194.0,0,0,0,0,0,0,0,0,-1,1,1,0
195.0,0,0,0,0,0,0,0,0,-1,1,1,0
196.0,0,0,0,0,0,0,0,0,-1,1,1,0
197.0,0,0,0,0,0,0,0,0,-1,1,1,1
198.0,0,0,0,0,0,0,0,0,-1,1,1,1
199.0,0,0,0,0,0,0,0,0,-1,1,1,1
200.0,0,0,0,0,0,0,0,0,-1,1,1,0
201.0,0,0,0,0,0,0,0,0,-1,1,1,0
202.0,0,0,0,0,0,0,0,0,-1,1,1,0
203.0,0,0,0,0,0,0,0,0,-1,1,1,0
204.0,0,0,0,0,0,0,0,0,-1,1,1,0
205.0,0,0,0,0,0,0,0,0,-1,2,1,0
206.0,0,0,0,0,0,0,0,0,-1,2,1,0
207.0,0,0,0,0,0,0,0,0,-1,2,1,0
208.0,0,0,0,0,0,0,0,0,-1,2,1,0
209.0,0,0,0,0,0,0,0,0,-1,2,1,0
210.0,0,0,0,0,0,0,0,0,-1,2,1,0
211.0,0,0,0,0,0,0,0,0,-1,2,1,0
212.0,0,0,0,0,0,0,0,0,-1,2,1,0
213.0,0,0,0,0,0,0,0,0,-1,2,1,0
214.0,0,0,0,0,0,0,0,0,-1,2,1,0
215.0,0,0,0,0,0,0,0,0,-1,2,1,0
216.0,0,0,0,0,0,0,0,0,-1,2,1,0
217.0,0,0,0,0,0,0,0,0,-1,2,1,0
218.0,0,0,0,0,0,0,0,0,-1,2,1,0
219.0,0,0,0,0,0,0,0,0,-1,2,1,0
220.0,0,0,0,0,0,0,0,0,-1,2,1,0
221.0,0,0,0,0,0,0,0,0,-1,2,1,0
222.0,0,0,0,0,0,0,0,0,-1,2,1,0
223.0,0,0,0,0,0,0,0,0,-1,2,1,0
224.0,0,0,0,0,0,0,0,0,-1,2,1,0
225.0,0,0,0,0,0,0,0,0,-1,2,1,0
226.0,0,0,0,0,0,0,0,0,-1,2,1,0
227.0,0,0,0,0,0,0,0,0,-1,2,1,0
228.0,0,0,0,0,0,0,0,0,-1,2,1,0
229.0,0,0,0,0,0,0,0,0,-1,2,1,0
230.0,0,0,0,0,0,0,0,0,-1,2,1,0
231.0,-1,0,0,0,0,0,0,0,-1,2,1,0
232.0,-1,0,0,0,0,0,0,0,-1,2,1,0
233.0,-1,0,0,0,0,0,0,0,-1,2,1,0
234.0,-1,0,0,0,0,0,0,0,-1,2,1,0
235.0,-1,0,0,0,0,0,0,0,-1,2,1,0
236.0,0,0,0,0,0,0,0,0,-1,2,1,0
237.0,0,0,0,0,0,0,0,0,-1,2,1,0
238.0,0,0,0,0,0,0,0,0,-1,2,1,0
239.0,0,0,0,0,0,0,0,0,-1,2,1,0
240.0,0,0,0,0,0,0,0,0,0,2,1,0
241.0,0,0,0,0,0,0,0,0,0,2,1,0
242.0,0,0,0,0,0,0,0,0,0,2,1,1
243.0,0,0,0,0,0,0,0,0,0,2,1,1
244.0,0,0,0,0,0,0,0,0,-1,2,1,1
245.0,0,-2,0,0,0,0,0,-1,-7,1,0,-1
246.0,1,-4,-1,0,0,-1,0,-2,-10,1,0,-3
247.0,1,-4,-1,0,0,-1,0,-2,-8,1,-1,-3
248.0,0,-2,-1,0,0,-1,0,-1,-4,1,0,-1
249.0,0,-2,-1,0,0,-1,0,-1,-1,1,0,0
250.0,0,-1,-1,0,0,-1,0,0,1,1,0,0
251.0,0,0,0,0,0,0,0,1,2,2,1,1
252.0,0,0,0,0,0,0,0,1,3,2,1,1
253.0,0,0,0,0,0,0,0,1,3,2,1,2
254.0,0,1,0,0,0,0,0,1,2,3,1,2
255.0,0,1,0,0,0,0,0,1,2,3,1,2
256.0,0,1,0,0,0,0,0,1,2,3,2,2
257.0,0,0,0,0,0,0,0,1,2,3,2,2
258.0,0,0,0,0,0,0,0,1,2,3,2,2
259.0,0,0,0,0,0,0,0,1,2,3,2,2
260.0,-1,0,0,0,0,0,0,1,1,3,2,1
261.0,-1,0,0,0,0,0,0,1,1,3,2,1
262.0,-1,0,0,0,0,0,0,1,1,4,2,1
263.0,-1,0,0,0,0,0,0,1,0,4,2,1
264.0,-1,0,0,0,0,0,0,1,0,4,2,1
265.0,-1,0,0,0,0,0,0,1,0,4,2,1
266.0,-1,0,0,0,0,0,0,1,0,4,2,1
267.0,-1,0,0,0,0,0,0,1,0,4,2,1
268.0,-1,0,0,0,0,0,0,1,0,4,2,1
269.0,-1,0,0,0,0,0,0,1,0,4,2,1
270.0,-1,0,0,0,0,0,0,1,0,4,2,1
271.0,-1,0,0,0,0,0,0,1,0,4,2,1
272.0,-1,0,0,0,0,0,0,1,0,4,2,1
273.0,-1,0,0,0,0,0,0,1,1,4,2,1
274.0,-1,0,0,0,0,0,0,1,1,4,2,0
275.0,0,0,0,0,0,0,0,1,1,4,2,0
276.0,0,0,0,0,0,0,0,2,2,4,2,0
277.0,0,0,0,0,0,0,0,2,2,4,2,0
278.0,0,0,0,0,0,0,0,2,2,4,2,0
279.0,-1,0,0,0,0,0,0,2,2,4,2,0
280.0,-1,0,0,0,0,0,0,2,2,4,1,0
281.0,-1,0,0,0,0,0,0,2,2,4,1,-1
282.0,-1,-1,0,0,0,0,0,2,3,4,1,-1
283.0,-1,-1,0,0,0,0,0,2,3,4,1,-1
284.0,-1,-1,0,1,0,0,1,2,4,4,1,-2
285.0,-2,-1,0,1,0,0,1,3,4,4,1,-2
286.0,-2,-1,0,1,0,0,1,3,5,4,1,-2
287.0,-2,-1,0,1,-1,0,1,3,5,5,1,-2
288.0,-2,-1,0,1,-1,0,1,3,5,5,1,-2
289.0,-2,-1,0,1,-1,0,2,4,6,5,1,-3
290.0,-2,-1,0,1,-1,0,2,4,6,5,1,-3
291.0,-1,-1,0,1,-1,0,2,4,6,5,1,-3
292.0,-1,-1,0,1,-1,0,2,5,6,5,1,-3
293.0,-1,-1,0,1,0,0,2,5,6,5,1,-2
294.0,-1,-1,0,1,0,0,2,5,6,5,1,-2
295.0,-1,-1,0,1,0,0,2,5,6,6,1,-2
296.0,-1,-1,0,1,0,0,2,4,6,6,1,-2
297.0,-1,-1,0,1,0,0,2,4,6,7,2,-2
298.0,-1,-1,0,1,0,0,1,4,5,7,2,-1
299.0,-1,-1,0,1,0,0,1,4,5,8,2,-1
300.0,-1,-1,0,1,0,0,1,3,5,8,2,0
301.0,-1,-1,0,1,0,0,1,3,5,9,3,0
302.0,0,-1,0,1,0,0,0,2,4,10,4,0
303.0,0,-1,0,1,0,0,0,2,4,10,4,0
304.0,0,0,0,1,0,0,0,2,4,11,5,1
305.0,0,0,0,1,0,0,0,1,3,11,6,1
306.0,0,0,0,1,0,0,0,0,2,12,7,2
307.0,0,0,0,0,0,0,-1,-1,2,13,7,3
308.0,0,0,0,0,0,0,-1,-2,2,13,8,3
309.0,0,1,0,0,0,0,-2,-3,1,14,9,4
310.0,0,2,0,0,0,0,-2,-4,1,14,10,5
311.0,0,2,0,0,0,0,-2,-5,0,14,10,5
312.0,0,3,1,0,0,0,-3,-7,-1,15,11,7
313.0,0,4,1,0,0,1,-4,-8,-3,15,12,7
314.0,1,5,1,0,0,1,-5,-9,-4,15,12,8
315.0,1,5,1,0,0,1,-5,-11,-6,14,12,9
316.0,1,6,2,-1,-1,2,-6,-12,-8,14,12,10
317.0,1,6,2,-1,-1,2,-6,-14,-11,12,12,10
318.0,1,7,2,-1,-1,2,-7,-15,-13,11,12,11
319.0,1,7,2,-1,-1,2,-7,-16,-16,10,12,11
320.0,1,7,3,-2,-1,3,-8,-18,-19,8,11,12
321.0,1,7,3,-2,-1,3,-9,-20,-23,6,10,13
322.0,1,7,3,-2,-1,3,-9,-22,-28,4,10,13
323.0,1,7,3,-2,-1,4,-10,-24,-31,1,9,14
324.0,1,8,3,-2,-1,4,-10,-26,-34,-1,8,15
325.0,1,8,4,-3,-1,4,-11,-29,-38,-5,7,16
326.0,1,8,4,-3,-1,4,-11,-31,-42,-8,6,17
327.0,1,8,4,-3,-1,5,-11,-33,-44,-11,5,18
328.0,1,8,4,-3,-1,5,-12,-35,-47,-14,4,19
329.0,1,9,5,-3,-1,5,-12,-37,-49,-17,3,20
330.0,1,9,5,-3,-2,5,-12,-39,-51,-21,2,21
331.0,1,9,5,-3,-2,6,-13,-41,-53,-23,2,22
332.0,1,9,5,-4,-2,6,-13,-42,-54,-26,1,23
333.0,1,10,6,-4,-2,6,-14,-44,-55,-30,0,24
334.0,1,10,6,-4,-2,6,-14,-45,-56,-33,-1,25
335.0,1,10,6,-4,-2,7,-14,-46,-57,-35,-1,26
336.0,1,10,6,-4,-2,7,-15,-47,-57,-38,-2,27
337.0,1,11,7,-4,-2,7,-15,-47,-58,-41,-3,27
338.0,1,11,7,-4,-3,7,-15,-48,-58,-43,-4,28
339.0,1,11,7,-4,-3,8,-16,-48,-57,-45,-5,29
340.0,1,11,7,-5,-3,8,-16,-48,-57,-47,-6,29
341.0,1,11,7,-5,-3,8,-16,-48,-57,-49,-7,29
342.0,1,11,7,-5,-3,8,-16,-48,-56,-51,-7,30
343.0,1,11,7,-5,-3,8,-17,-47,-56,-52,-8,30
344.0,1,11,7,-5,-3,8,-17,-47,-55,-54,-9,30
345.0,1,11,8,-5,-3,8,-17,-46,-54,-55,-10,30
346.0,1,11,8,-5,-3,8,-17,-46,-53,-57,-11,30
347.0,1,11,8,-5,-3,8,-17,-45,-52,-58,-12,29
348.0,1,11,8,-5,-3,8,-17,-44,-51,-59,-13,29
349.0,1,10,8,-5,-3,9,-16,-44,-51,-60,-14,29
350.0,1,10,8,-5,-3,9,-16,-43,-50,-61,-15,29
351.0,1,10,8,-5,-3,9,-16,-42,-49,-62,-16,28
352.0,1,10,8,-5,-3,9,-16,-42,-49,-63,-17,27
353.0,1,10,8,-5,-3,9,-15,-41,-48,-64,-19,26
354.0,1,9,8,-5,-3,8,-15,-40,-47,-64,-20,25
355.0,1,9,8,-5,-3,8,-14,-39,-46,-65,-21,24
356.0,1,9,8,-5,-3,8,-14,-38,-45,-65,-22,23
357.0,1,8,7,-5,-3,8,-13,-37,-44,-65,-23,22
358.0,1,8,7,-5,-3,8,-13,-36,-43,-66,-24,20
359.0,1,7,7,-5,-3,8,-12,-35,-41,-66,-25,19
360.0,0,7,7,-5,-3,8,-11,-34,-40,-66,-26,17
361.0,0,6,7,-4,-2,7,-10,-33,-38,-66,-27,16
362.0,0,5,6,-4,-2,7,-10,-31,-36,-66,-28,14
363.0,0,5,6,-4,-2,7,-9,-30,-34,-65,-28,13
364.0,0,4,6,-4,-2,7,-8,-28,-32,-65,-29,11
365.0,0,4,6,-4,-2,6,-7,-26,-30,-64,-30,10
366.0,0,3,6,-3,-2,6,-6,-25,-28,-63,-30,9
367.0,0,3,6,-3,-2,6,-4,-23,-25,-62,-31,8
368.0,0,3,5,-3,-2,6,-3,-21,-22,-61,-31,6
369.0,-1,2,5,-3,-2,5,-2,-20,-20,-60,-32,5
370.0,-1,2,5,-2,-2,5,-1,-18,-18,-59,-32,3
371.0,-1,2,5,-2,-2,5,0,-17,-15,-58,-32,2
372.0,-2,1,5,-2,-2,5,1,-15,-12,-56,-32,1
373.0,-2,1,5,-2,-2,4,2,-13,-10,-55,-32,0
374.0,-2,0,4,-1,-2,4,3,-12,-8,-54,-32,-1
375.0,-3,0,4,-1,-2,4,4,-10,-6,-52,-32,-3
376.0,-3,0,4,-1,-2,4,5,-9,-4,-51,-32,-4
377.0,-3,0,4,0,-2,3,6,-8,-2,-49,-32,-5
378.0,-4,-1,4,0,-2,3,7,-6,0,-48,-32,-7
379.0,-4,-2,4,0,-3,3,8,-5,1,-46,-32,-8
380.0,-4,-2,3,0,-3,2,9,-4,2,-45,-32,-9
381.0,-5,-3,3,0,-3,2,10,-3,2,-43,-31,-10
382.0,-5,-3,3,0,-3,2,11,-2,3,-42,-31,-10
383.0,-5,-4,3,1,-3,1,11,-1,3,-40,-31,-11
384.0,-5,-4,3,1,-3,1,12,0,3,-39,-31,-12
385.0,-6,-4,2,1,-3,1,13,0,3,-38,-30,-13
386.0,-6,-5,2,2,-3,0,13,1,3,-36,-30,-13
387.0,-6,-5,2,2,-3,0,14,2,2,-35,-30,-14
388.0,-6,-5,2,2,-3,0,14,2,2,-34,-29,-15
389.0,-7,-6,2,3,-3,0,15,2,2,-32,-29,-15
390.0,-7,-6,2,3,-3,0,15,2,1,-31,-29,-16
391.0,-7,-7,2,3,-3,0,15,3,0,-30,-28,-16
392.0,-7,-7,1,4,-3,0,15,3,-1,-29,-28,-16
393.0,-8,-7,1,4,-3,0,15,3,-2,-28,-27,-16
394.0,-8,-7,1,4,-3,-1,15,3,-3,-26,-27,-17
395.0,-8,-7,1,5,-3,-1,14,3,-4,-25,-26,-17
396.0,-8,-7,1,5,-3,-1,14,2,-5,-24,-26,-17
397.0,-8,-8,1,5,-3,-1,13,2,-7,-23,-25,-17
398.0,-8,-8,1,5,-3,-1,13,2,-8,-22,-24,-17
399.0,-8,-8,1,5,-3,-2,12,2,-9,-21,-24,-17
400.0,-8,-8,0,6,-3,-2,11,1,-10,-20,-23,-17
401.0,-8,-8,0,6,-3,-2,11,0,-10,-20,-23,-17
402.0,-8,-8,0,6,-3,-2,10,0,-11,-19,-22,-16
403.0,-8,-8,0,6,-3,-2,9,-1,-11,-18,-21,-16
404.0,-7,-8,0,6,-3,-2,8,-1,-12,-16,-20,-16
405.0,-7,-8,0,6,-3,-3,8,-1,-12,-16,-20,-16
406.0,-7,-8,0,6,-3,-3,8,-1,-11,-15,-19,-16
407.0,-7,-8,0,6,-3,-3,7,-1,-11,-14,-19,-15
408.0,-7,-7,0,6,-3,-3,7,-1,-10,-13,-18,-15
409.0,-6,-7,0,6,-3,-3,6,-1,-10,-12,-17,-15
410.0,-6,-7,0,6,-3,-3,6,-1,-9,-11,-17,-14
411.0,-6,-7,0,6,-3,-3,5,-1,-8,-10,-16,-14
412.0,-6,-7,0,6,-3,-3,4,0,-7,-9,-15,-13
413.0,-6,-7,0,6,-3,-3,4,0,-6,-8,-14,-13
414.0,-5,-6,0,6,-3,-3,4,0,-5,-7,-14,-13
415.0,-5,-6,0,6,-2,-3,3,1,-4,-6,-13,-12
416.0,-5,-6,0,6,-2,-3,3,1,-3,-5,-12,-12
417.0,-5,-6,0,6,-2,-3,3,2,-2,-4,-11,-11
418.0,-4,-6,0,6,-2,-3,3,2,-1,-3,-11,-11
419.0,-4,-6,0,6,-2,-3,2,2,0,-2,-10,-11
420.0,-4,-6,0,6,-2,-3,2,3,1,-1,-9,-10
421.0,-3,-5,-1,5,-2,-3,2,3,2,0,-8,-10
422.0,-3,-5,-1,5,-2,-3,2,4,2,1,-8,-9
423.0,-3,-5,-1,5,-1,-3,2,4,3,1,-7,-9
424.0,-3,-5,-1,5,-1,-3,2,5,3,2,-6,-9
425.0,-3,-5,-1,5,-1,-3,2,5,4,3,-5,-8
426.0,-2,-5,-1,5,-1,-3,2,6,5,4,-5,-8
427.0,-2,-5,-1,5,-1,-3,1,6,5,5,-4,-8
428.0,-2,-5,-1,5,-1,-3,1,6,6,5,-3,-8
429.0,-2,-5,-1,4,-1,-3,1,7,6,6,-3,-7
430.0,-2,-5,-1,4,0,-3,1,7,7,7,-2,-7
431.0,-2,-4,-2,4,0,-3,1,7,7,8,-1,-7
432.0,-2,-4,-2,4,0,-3,1,8,7,8,-1,-7
433.0,-1,-4,-2,4,0,-3,1,8,8,9,-1,-7
434.0,-1,-4,-2,4,0,-3,1,8,8,10,0,-6
435.0,-1,-4,-2,4,0,-3,1,8,8,11,1,-6
436.0,-1,-4,-2,4,0,-3,1,8,8,11,1,-6
437.0,-1,-4,-2,4,0,-3,1,8,8,11,1,-6
438.0,-1,-4,-2,4,0,-3,1,8,8,12,2,-6
439.0,-1,-4,-2,3,0,-3,1,8,8,13,2,-6
440.0,-1,-4,-2,3,0,-3,1,9,8,13,2,-6
441.0,-1,-4,-2,3,0,-3,1,9,8,14,2,-6
442.0,-1,-5,-2,3,0,-4,1,9,9,14,2,-6
443.0,-1,-5,-2,3,0,-4,1,9,9,15,3,-5
444.0,-1,-5,-2,3,0,-4,1,9,9,15,3,-5
445.0,-1,-4,-2,3,0,-4,1,9,9,15,3,-5
446.0,-1,-4,-2,3,0,-3,1,9,9,16,4,-5
447.0,-1,-4,-2,3,0,-3,1,9,10,16,4,-5
